state,state_name,county,Gaussian_Mixture_label,Affinity_Propagation_label,Agglomerative_Clustering_label,KMeans_label
AK,Alaska,Skagway-Hoonah-Angoon,1,19,1,0
AK,Alaska,Wrangell-Petersburg,2,87,2,2
AL,Alabama,Macon,1,85,1,0
AL,Alabama,Pickens,0,102,2,2
AL,Alabama,Conecuh,0,120,2,2
AL,Alabama,Perry,2,87,0,2
AL,Alabama,Walker,0,101,2,2
AL,Alabama,Mobile,1,45,1,0
AL,Alabama,Lowndes,0,105,2,2
AL,Alabama,Greene,1,85,1,0
AL,Alabama,Wilcox,2,72,0,2
AL,Alabama,Sumter,2,33,0,2
AL,Alabama,Dallas,1,40,2,2
AL,Alabama,Escambia,2,69,0,1
AZ,Arizona,Apache,0,61,1,0
GA,Georgia,Clay,2,53,2,2
KY,Kentucky,Bell,0,80,2,0
LA,Louisiana,Madison,2,9,0,1
MS,Mississippi,Holmes,2,16,0,1
ND,North Dakota,Stark,0,27,2,2
NM,New Mexico,McKinley,1,29,1,0
OK,Oklahoma,Adair,0,101,2,2
SD,South Dakota,Lincoln,2,103,0,1
SD,South Dakota,Union,1,93,1,0
SD,South Dakota,McCook,0,81,2,2
SD,South Dakota,Hand,1,85,1,0
SD,South Dakota,Stanley,0,120,2,2
SD,South Dakota,Hyde,0,57,0,2
SD,South Dakota,Kingsbury,0,83,2,2
SD,South Dakota,Custer,2,2,2,1
SD,South Dakota,Deuel,1,22,1,0
SD,South Dakota,Sully,1,1,1,0
SD,South Dakota,Aurora,0,97,0,1
TN,Tennessee,Grundy,1,62,1,2
TN,Tennessee,Campbell,1,68,1,0
TN,Tennessee,Haywood,2,76,0,1
TN,Tennessee,Hardeman,1,44,1,0
TN,Tennessee,Hancock,0,50,1,2
VA,Virginia,Bedford City,0,23,2,2
WI,Wisconsin,Menominee,1,59,2,2
WV,West Virginia,Wayne,2,78,2,1
WV,West Virginia,Clay,2,98,0,1
WV,West Virginia,McDowell,1,44,1,0
WV,West Virginia,Webster,2,16,0,1
AK,Alaska,Aleutians West,0,18,2,2
KS,Kansas,Johnson,2,8,0,1
MN,Minnesota,Washington,2,63,2,2
ND,North Dakota,Slope,0,34,2,1
ND,North Dakota,Stutsman,2,32,0,1
ND,North Dakota,Dickey,1,19,1,0
ND,North Dakota,Pembina,1,15,1,0
ND,North Dakota,Burleigh,2,110,0,1
ND,North Dakota,Oliver,0,18,2,2
ND,North Dakota,Nelson,2,53,2,2
ND,North Dakota,Barnes,2,104,0,1
ND,North Dakota,LaMoure,2,103,0,1
ND,North Dakota,Cavalier,2,104,0,1
ND,North Dakota,Divide,2,12,0,1
ND,North Dakota,Ransom,2,16,0,1
ND,North Dakota,Foster,0,37,2,2
ND,North Dakota,Adams,0,81,2,2
NE,Nebraska,Sarpy,2,33,0,1
NE,Nebraska,Perkins,1,24,2,2
NE,Nebraska,Pierce,0,41,0,1
NE,Nebraska,Cass,2,109,0,1
NE,Nebraska,Washington,2,79,0,1
NE,Nebraska,Seward,0,18,2,2
SD,South Dakota,Walworth,2,98,0,1
SD,South Dakota,Hanson,0,27,2,1
SD,South Dakota,Perkins,1,29,1,0
SD,South Dakota,Brookings,2,4,2,2
SD,South Dakota,Butte,2,31,2,2
SD,South Dakota,Spink,0,58,2,1
SD,South Dakota,Marshall,1,92,1,0
SD,South Dakota,Harding,2,109,0,1
SD,South Dakota,Bon Homme,1,99,2,2
SD,South Dakota,Hutchinson,0,0,2,2
SD,South Dakota,Meade,0,87,2,2
SD,South Dakota,Hughes,1,39,1,0
SD,South Dakota,Lake,1,1,1,0
TX,Texas,Collin,1,56,1,0
VA,Virginia,Fairfax,0,18,2,2
AK,Alaska,North Slope,2,98,0,1
AK,Alaska,Haines,1,85,1,0
AK,Alaska,Yakutat,2,79,2,1
AK,Alaska,Southeast Fairbanks,2,76,0,1
AK,Alaska,Matanuska-Susitna,1,109,2,2
AK,Alaska,Bristol Bay,0,36,2,2
CA,California,San Mateo,1,62,2,2
CO,Colorado,Boulder,0,82,2,2
CO,Colorado,Chaffee,0,78,0,1
CO,Colorado,Yuma,1,39,1,0
CO,Colorado,Teller,0,87,2,2
CO,Colorado,Cheyenne,0,2,2,2
CO,Colorado,La Plata,0,23,2,2
CO,Colorado,Mineral,2,16,0,1
CO,Colorado,Hinsdale,0,58,2,1
CO,Colorado,Ouray,2,55,0,1
IA,Iowa,Black Hawk,0,58,2,1
IA,Iowa,Pocahontas,0,18,2,2
IA,Iowa,Howard,1,114,2,2
IA,Iowa,Ida,2,35,0,1
IA,Iowa,Calhoun,1,66,1,0
IA,Iowa,Wayne,1,22,1,0
IA,Iowa,Palo Alto,0,27,2,2
IA,Iowa,Union,1,28,1,0
IA,Iowa,Franklin,1,85,1,0
IA,Iowa,Worth,1,64,1,0
IA,Iowa,Fayette,2,31,0,1
IA,Iowa,Henry,0,67,2,2
IA,Iowa,Cass,2,9,0,1
IA,Iowa,Monroe,2,87,2,2
IA,Iowa,Van Buren,1,22,1,0
IA,Iowa,Greene,0,7,1,0
IA,Iowa,Chickasaw,0,90,2,2
IA,Iowa,Tama,1,67,1,2
IA,Iowa,Monona,0,78,0,1
IA,Iowa,Story,1,114,2,2
IA,Iowa,Floyd,0,2,2,2
IA,Iowa,Marshall,0,88,2,1
IA,Iowa,Cerro Gordo,0,0,2,2
IA,Iowa,Scott,2,106,0,1
IA,Iowa,Muscatine,2,12,0,1
IL,Illinois,Monroe,0,92,1,0
IL,Illinois,DuPage,0,100,2,2
KS,Kansas,Kingman,1,15,1,0
KS,Kansas,Sheridan,1,62,1,0
KS,Kansas,Linn,0,44,1,0
KS,Kansas,Barber,2,104,0,1
KS,Kansas,Ness,0,63,2,2
KS,Kansas,Rooks,1,65,1,0
KS,Kansas,Grant,1,49,1,0
KS,Kansas,Reno,0,6,2,2
KS,Kansas,Harvey,2,36,2,1
KS,Kansas,Ellis,2,51,0,1
KS,Kansas,Rawlins,0,75,2,2
KS,Kansas,Rush,0,73,0,1
KS,Kansas,Haskell,1,66,1,0
KS,Kansas,Stanton,0,0,2,2
KS,Kansas,Doniphan,2,102,0,1
KS,Kansas,Harper,1,25,1,0
KS,Kansas,Jewell,1,85,1,0
KS,Kansas,Morton,0,90,2,2
KS,Kansas,Marshall,1,40,2,2
KS,Kansas,Wichita,1,64,1,0
MD,Maryland,Carroll,2,12,0,1
MN,Minnesota,Wadena,0,117,2,2
MN,Minnesota,Cook,0,88,2,2
MN,Minnesota,Itasca,2,2,2,2
MN,Minnesota,Mille Lacs,1,49,1,0
MT,Montana,Jefferson,0,82,2,2
MT,Montana,Sheridan,0,75,2,2
MT,Montana,Stillwater,2,91,2,2
MT,Montana,Madison,1,71,1,0
MT,Montana,Richland,0,2,2,2
MT,Montana,Garfield,0,33,2,1
NE,Nebraska,Richardson,2,110,0,1
NE,Nebraska,Hooker,0,0,2,2
NE,Nebraska,Lancaster,1,114,2,2
NE,Nebraska,Grant,2,76,0,1
NE,Nebraska,Gage,1,71,1,0
NE,Nebraska,Box Butte,0,84,2,2
NE,Nebraska,Dakota,1,17,2,2
NE,Nebraska,Hitchcock,2,69,0,1
NJ,New Jersey,Hunterdon,1,59,0,1
NJ,New Jersey,Somerset,0,37,2,2
TX,Texas,Somervell,1,27,0,2
TX,Texas,Jackson,0,84,2,2
TX,Texas,Lee,1,99,2,2
TX,Texas,King,1,7,1,0
TX,Texas,Scurry,1,54,1,0
TX,Texas,Coke,0,88,2,2
TX,Texas,Wheeler,0,0,2,2
TX,Texas,Dickens,1,43,1,0
TX,Texas,Pecos,0,0,2,2
TX,Texas,Yoakum,1,1,1,0
TX,Texas,Hamilton,2,76,0,1
TX,Texas,Ochiltree,1,28,1,0
TX,Texas,Lavaca,1,54,1,0
TX,Texas,Fayette,0,2,2,2
TX,Texas,Johnson,0,82,2,1
TX,Texas,Gillespie,0,80,2,2
TX,Texas,Panola,0,4,2,2
TX,Texas,Clay,2,12,0,1
TX,Texas,Goliad,2,32,0,1
TX,Texas,Terrell,2,106,0,1
TX,Texas,Kaufman,0,69,0,1
TX,Texas,Live Oak,0,11,1,2
TX,Texas,Howard,0,23,2,1
TX,Texas,Winkler,0,6,2,2
TX,Texas,Hood,0,52,0,1
UT,Utah,Davis,1,50,2,0
UT,Utah,Daggett,1,99,1,2
VA,Virginia,Chesapeake City,0,4,2,2
VA,Virginia,Albemarle,0,67,1,2
VA,Virginia,Fauquier,2,4,2,2
VA,Virginia,Clarke,1,45,1,0
VA,Virginia,Gloucester,1,99,1,2
VA,Virginia,Bedford,1,5,2,1
VA,Virginia,Frederick,0,11,2,2
VA,Virginia,Virginia Beach City,1,64,1,0
VA,Virginia,James City,0,101,2,1
VA,Virginia,Botetourt,0,4,2,2
WA,Washington,King,1,45,1,0
WI,Wisconsin,St. Croix,2,12,0,1
WI,Wisconsin,Washington,0,2,2,2
WY,Wyoming,Lincoln,1,20,2,2
WY,Wyoming,Park,0,14,2,1
WY,Wyoming,Teton,2,55,0,1
WY,Wyoming,Crook,0,2,2,1
WY,Wyoming,Converse,2,55,0,1
WY,Wyoming,Campbell,0,0,2,2
AZ,Arizona,Greenlee,2,2,2,2
CA,California,Contra Costa,2,103,0,1
CA,California,Nevada,1,6,2,2
CA,California,Placer,1,28,1,0
CA,California,Amador,1,24,2,2
CA,California,Calaveras,2,32,0,1
CO,Colorado,Rio Grande,0,120,2,2
CO,Colorado,Delta,0,84,2,2
CO,Colorado,Dolores,1,42,1,0
CO,Colorado,Custer,0,118,2,2
CT,Connecticut,New Haven,2,76,0,1
CT,Connecticut,New London,2,33,0,1
CT,Connecticut,Windham,1,15,1,0
DE,Delaware,New Castle,2,51,2,1
DE,Delaware,Sussex,1,92,1,0
FL,Florida,Palm Beach,2,9,0,1
FL,Florida,St. Johns,1,64,1,0
GA,Georgia,Paulding,0,18,2,2
GA,Georgia,Effingham,1,7,1,0
GA,Georgia,Lee,1,62,1,0
GA,Georgia,Fulton,0,75,2,2
GA,Georgia,Gwinnett,2,12,0,1
GA,Georgia,Bryan,1,115,1,0
GA,Georgia,Coweta,0,47,2,2
ID,Idaho,Franklin,0,24,2,2
ID,Idaho,Fremont,0,41,0,1
ID,Idaho,Bonner,0,84,2,0
ID,Idaho,Bear Lake,0,105,2,1
ID,Idaho,Oneida,0,24,2,2
ID,Idaho,Minidoka,2,72,0,1
ID,Idaho,Latah,2,36,2,1
ID,Idaho,Custer,2,113,0,1
ID,Idaho,Idaho,1,54,1,0
ID,Idaho,Boise,2,9,0,1
IL,Illinois,Montgomery,0,53,2,2
IL,Illinois,Cass,1,93,1,0
IL,Illinois,Christian,1,48,2,2
IL,Illinois,Logan,0,81,2,2
IL,Illinois,Scott,1,42,1,0
IL,Illinois,Cumberland,0,100,0,1
IL,Illinois,Johnson,0,36,0,1
IL,Illinois,Morgan,0,6,2,2
IL,Illinois,Pope,1,66,1,0
IL,Illinois,Lawrence,1,22,1,0
IL,Illinois,Iroquois,1,83,2,2
IL,Illinois,Adams,1,20,2,2
IL,Illinois,White,1,44,1,0
IL,Illinois,Randolph,2,36,0,1
IL,Illinois,Sangamon,0,102,2,1
IL,Illinois,Rock Island,2,110,0,1
IL,Illinois,Wabash,1,85,1,0
IL,Illinois,Macoupin,1,1,1,0
IL,Illinois,Fulton,1,45,1,0
IL,Illinois,Shelby,2,21,0,1
IL,Illinois,Hancock,2,89,0,1
IL,Illinois,Perry,2,32,0,1
IN,Indiana,Hancock,2,35,0,1
MD,Maryland,Worcester,0,120,2,2
MD,Maryland,Kent,2,60,2,1
MD,Maryland,Garrett,1,45,1,0
MD,Maryland,St. Mary's,2,76,0,1
ME,Maine,Knox,0,36,0,1
ME,Maine,Lincoln,2,113,0,1
MI,Michigan,Oakland,2,79,0,2
MI,Michigan,Grand Traverse,0,102,2,2
MI,Michigan,Eaton,1,71,1,0
MI,Michigan,Leelanau,2,79,0,1
MI,Michigan,Ionia,0,18,2,2
MI,Michigan,Emmet,1,22,1,0
MI,Michigan,Barry,1,6,1,2
MO,Missouri,St. Louis,0,70,2,2
MO,Missouri,Andrew,2,110,0,1
MO,Missouri,Ralls,2,21,0,1
MO,Missouri,St. Charles,1,65,1,0
MS,Mississippi,Greene,0,120,2,2
MS,Mississippi,Rankin,1,45,1,0
MT,Montana,Mineral,2,33,2,1
MT,Montana,Lincoln,0,53,2,2
MT,Montana,Phillips,2,98,0,1
MT,Montana,Golden Valley,1,1,1,0
MT,Montana,Musselshell,2,16,0,1
NC,North Carolina,Dare,0,4,2,2
NC,North Carolina,Currituck,2,51,2,2
NC,North Carolina,Union,1,3,1,0
NC,North Carolina,Durham,0,90,2,2
NC,North Carolina,Orange,1,107,2,2
NC,North Carolina,Polk,2,98,0,1
NH,New Hampshire,Grafton,1,29,1,0
NH,New Hampshire,Sullivan,0,2,2,2
NJ,New Jersey,Mercer,0,120,2,2
NJ,New Jersey,Hudson,2,16,0,1
NM,New Mexico,Grant,0,27,2,2
NM,New Mexico,Guadalupe,0,23,2,2
NM,New Mexico,Santa Fe,2,32,0,1
NV,Nevada,Humboldt,1,20,1,0
NV,Nevada,Douglas,2,73,0,1
NY,New York,Schoharie,1,75,2,2
NY,New York,Seneca,1,18,2,2
NY,New York,Ontario,1,47,2,0
NY,New York,Columbia,1,45,1,0
NY,New York,Washington,0,4,2,2
NY,New York,New York,2,110,0,1
NY,New York,Niagara,0,58,2,1
NY,New York,Wayne,0,84,2,2
NY,New York,Warren,1,71,1,0
NY,New York,Richmond,1,40,2,2
NY,New York,Lewis,1,120,2,2
NY,New York,Steuben,0,26,0,1
NY,New York,Cayuga,1,25,1,0
NY,New York,Greene,2,91,2,2
NY,New York,Madison,1,1,1,0
NY,New York,Rockland,1,99,2,2
NY,New York,Orange,0,81,2,2
OH,Ohio,Putnam,0,83,2,0
OR,Oregon,Clackamas,0,81,2,2
PA,Pennsylvania,Montgomery,2,12,0,1
SD,South Dakota,Jackson,2,32,0,1
TX,Texas,Duval,2,30,2,2
TX,Texas,Hidalgo,1,114,2,2
TX,Texas,La Salle,2,32,0,1
TX,Texas,Nacogdoches,1,116,1,0
TX,Texas,Lamb,1,20,1,2
TX,Texas,Cochran,2,113,0,1
TX,Texas,Kinney,1,43,1,0
TX,Texas,Brazos,1,17,2,0
TX,Texas,Cherokee,0,105,2,2
TX,Texas,Shelby,0,0,2,2
UT,Utah,Salt Lake,1,62,1,0
UT,Utah,Weber,0,117,2,2
VA,Virginia,Greensville,0,120,2,2
VA,Virginia,Lunenburg,0,0,2,0
VA,Virginia,Appomattox,0,101,2,2
VA,Virginia,Fredericksburg City,1,59,2,2
VA,Virginia,Winchester City,1,62,2,2
VA,Virginia,Campbell,2,119,0,1
VA,Virginia,Page,2,9,0,1
VA,Virginia,Wythe,1,68,1,0
VA,Virginia,Charles City,2,16,0,1
VA,Virginia,Covington City,0,120,2,2
VA,Virginia,Pittsylvania,1,20,2,2
VA,Virginia,Montgomery,2,35,0,1
VT,Vermont,Windham,2,78,0,1
VT,Vermont,Franklin,1,45,1,0
VT,Vermont,Caledonia,1,62,1,0
WA,Washington,Lincoln,1,71,1,0
WA,Washington,Skagit,2,72,0,1
WA,Washington,Thurston,0,58,2,1
WA,Washington,Chelan,1,1,1,0
WA,Washington,Jefferson,1,5,2,2
WI,Wisconsin,Price,0,73,0,1
WI,Wisconsin,Taylor,2,58,2,2
WI,Wisconsin,Racine,2,72,2,2
WI,Wisconsin,Sauk,0,100,2,2
WI,Wisconsin,Shawano,1,17,2,2
WI,Wisconsin,Vernon,0,6,2,2
WI,Wisconsin,Richland,0,26,0,1
WI,Wisconsin,Langlade,2,112,0,1
WI,Wisconsin,Green Lake,0,6,2,2
WI,Wisconsin,Douglas,2,88,2,2
WI,Wisconsin,Dunn,0,27,2,1
WI,Wisconsin,Kenosha,0,23,2,2
WI,Wisconsin,Monroe,2,16,0,1
WI,Wisconsin,Polk,1,115,1,0
WY,Wyoming,Fremont,2,12,0,1
WY,Wyoming,Niobrara,0,67,2,2
AK,Alaska,Lake and Peninsula,0,120,2,2
AK,Alaska,Dillingham,1,54,1,0
AR,Arkansas,Grant,0,75,2,1
AR,Arkansas,Hot Spring,2,91,2,2
AR,Arkansas,Faulkner,0,14,2,1
AR,Arkansas,Cleveland,0,2,2,2
AZ,Arizona,Coconino,2,32,0,1
AZ,Arizona,La Paz,1,45,1,0
AZ,Arizona,Mohave,2,89,0,1
CA,California,Shasta,0,40,2,2
CA,California,Riverside,2,103,0,1
CA,California,Del Norte,1,118,2,2
CA,California,Colusa,2,89,0,1
CA,California,Kings,2,4,2,2
CA,California,Yuba,1,67,2,2
CA,California,Kern,1,22,1,0
CA,California,Tehama,1,54,1,0
FL,Florida,Washington,2,16,0,1
FL,Florida,Citrus,1,64,1,0
FL,Florida,Walton,1,68,1,0
FL,Florida,Columbia,1,94,1,0
FL,Florida,Hillsborough,2,113,0,1
FL,Florida,Taylor,2,79,0,1
FL,Florida,Jackson,0,97,0,1
FL,Florida,Jefferson,1,6,2,2
FL,Florida,Hernando,1,28,1,0
FL,Florida,Volusia,1,7,1,0
FL,Florida,Highlands,1,54,1,0
GA,Georgia,Peach,0,90,2,2
GA,Georgia,Bacon,2,12,0,1
GA,Georgia,Pulaski,1,44,1,0
GA,Georgia,Floyd,0,78,0,1
GA,Georgia,Jeff Davis,0,47,1,0
GA,Georgia,Lamar,2,55,0,1
GA,Georgia,Carroll,1,67,2,2
GA,Georgia,Troup,0,88,2,2
GA,Georgia,Franklin,0,26,0,1
GA,Georgia,Schley,1,22,1,0
GA,Georgia,Lumpkin,1,20,2,2
GA,Georgia,Wayne,0,117,2,2
GA,Georgia,Heard,0,81,2,2
GA,Georgia,Lincoln,0,73,0,1
GA,Georgia,Gordon,2,89,0,1
GA,Georgia,Elbert,0,120,2,2
GA,Georgia,Rabun,0,63,2,2
GA,Georgia,Brantley,1,62,1,0
GA,Georgia,Wheeler,0,120,2,2
ID,Idaho,Power,0,75,2,2
IL,Illinois,Coles,1,71,1,0
IL,Illinois,Pulaski,0,18,2,2
IN,Indiana,Clark,2,12,0,1
IN,Indiana,Rush,1,83,2,0
IN,Indiana,Blackford,2,21,0,1
IN,Indiana,Monroe,0,118,2,2
IN,Indiana,Jefferson,1,62,1,0
IN,Indiana,Cass,0,41,0,1
IN,Indiana,Knox,2,77,0,1
IN,Indiana,Martin,2,119,2,1
IN,Indiana,Washington,2,33,2,2
IN,Indiana,Owen,0,67,2,2
IN,Indiana,Jackson,0,14,2,2
IN,Indiana,Benton,0,60,2,1
IN,Indiana,Adams,0,6,2,2
IN,Indiana,Newton,2,12,0,1
IN,Indiana,Pulaski,0,18,2,2
KY,Kentucky,Bracken,0,4,2,2
KY,Kentucky,Hopkins,1,15,1,0
KY,Kentucky,Harrison,0,23,2,2
KY,Kentucky,Graves,2,106,0,1
KY,Kentucky,Boyd,1,71,1,0
KY,Kentucky,Owen,2,58,2,2
KY,Kentucky,Daviess,0,94,1,0
KY,Kentucky,Livingston,0,30,2,2
KY,Kentucky,Ballard,2,4,2,2
KY,Kentucky,Hardin,2,32,0,1
KY,Kentucky,Jessamine,1,7,1,0
KY,Kentucky,Trigg,2,16,0,1
KY,Kentucky,Warren,2,119,0,1
KY,Kentucky,Meade,2,72,2,1
KY,Kentucky,Clark,1,28,1,0
LA,Louisiana,Pointe Coupee,1,44,1,0
LA,Louisiana,East Feliciana,0,75,2,2
LA,Louisiana,La Salle,2,117,2,2
LA,Louisiana,St. Martin,1,86,1,0
LA,Louisiana,Assumption,2,78,2,1
MA,Massachusetts,Franklin,1,68,1,0
ME,Maine,Penobscot,1,7,1,0
ME,Maine,Oxford,2,77,0,1
MI,Michigan,Mackinac,2,73,0,1
MI,Michigan,Oscoda,1,20,2,2
MI,Michigan,Muskegon,2,14,2,1
MI,Michigan,Chippewa,1,74,2,0
MI,Michigan,Mecosta,0,18,2,2
MI,Michigan,Osceola,1,7,1,0
MO,Missouri,Henry,1,3,1,0
MO,Missouri,Mercer,2,78,0,1
MO,Missouri,Chariton,1,49,1,0
MO,Missouri,Randolph,2,110,2,2
MO,Missouri,Harrison,1,39,1,0
MO,Missouri,Bates,0,23,2,1
MO,Missouri,Saline,0,120,2,2
MO,Missouri,Jasper,0,70,2,2
MO,Missouri,Barry,2,73,0,1
MO,Missouri,Montgomery,2,76,0,1
MO,Missouri,Nodaway,0,82,2,2
MO,Missouri,Miller,0,27,2,2
MO,Missouri,St. Clair,1,39,1,0
MO,Missouri,Grundy,1,71,1,0
MO,Missouri,Vernon,0,82,2,1
MO,Missouri,Lawrence,2,120,2,2
MO,Missouri,Texas,0,40,2,2
MS,Mississippi,Warren,2,98,0,1
MS,Mississippi,Jones,0,53,2,2
MS,Mississippi,Prentiss,0,37,2,2
MS,Mississippi,Lowndes,2,72,0,2
MS,Mississippi,Tallahatchie,2,8,0,1
MS,Mississippi,Panola,2,21,0,1
MS,Mississippi,Lauderdale,2,14,2,1
MS,Mississippi,Wilkinson,1,111,1,2
MS,Mississippi,Union,2,106,0,1
MS,Mississippi,Alcorn,1,59,2,2
MS,Mississippi,Grenada,2,2,0,2
MS,Mississippi,Clarke,0,40,2,2
MS,Mississippi,Yalobusha,2,35,0,1
MS,Mississippi,Newton,0,96,2,2
NC,North Carolina,Clay,2,16,0,1
NC,North Carolina,Pitt,0,84,2,2
NC,North Carolina,Graham,0,89,2,1
NC,North Carolina,Randolph,0,84,2,2
NC,North Carolina,Martin,0,73,0,1
NC,North Carolina,Jackson,2,51,0,1
NC,North Carolina,Alamance,1,99,1,2
NC,North Carolina,Caldwell,2,120,2,2
NC,North Carolina,Harnett,0,11,1,2
NC,North Carolina,Cumberland,2,4,2,2
ND,North Dakota,Benson,1,42,1,0
NM,New Mexico,Torrance,2,51,0,1
NM,New Mexico,Roosevelt,0,94,2,2
NV,Nevada,Nye,2,113,0,1
OH,Ohio,Preble,1,93,1,0
OH,Ohio,Defiance,0,58,2,2
OH,Ohio,Hamilton,0,90,2,2
OH,Ohio,Summit,0,75,2,2
OH,Ohio,Logan,1,7,1,2
OH,Ohio,Carroll,1,99,2,2
OH,Ohio,Williams,0,102,0,1
OH,Ohio,Crawford,2,4,2,2
OH,Ohio,Butler,0,48,2,2
OH,Ohio,Cuyahoga,0,23,2,2
OH,Ohio,Champaign,2,109,0,1
OH,Ohio,Stark,0,102,0,1
OK,Oklahoma,Harper,0,102,2,1
OK,Oklahoma,Washita,0,75,2,2
OK,Oklahoma,Logan,0,117,2,2
OK,Oklahoma,Noble,0,41,0,1
OK,Oklahoma,Tulsa,1,96,2,2
OK,Oklahoma,Dewey,2,9,0,1
OK,Oklahoma,Roger Mills,1,66,1,0
OK,Oklahoma,Beckham,1,10,1,0
OK,Oklahoma,Wagoner,2,97,0,1
OR,Oregon,Multnomah,0,67,2,2
OR,Oregon,Yamhill,1,45,1,0
OR,Oregon,Clatsop,2,78,0,1
OR,Oregon,Morrow,0,105,2,2
OR,Oregon,Sherman,0,84,2,2
OR,Oregon,Marion,2,79,2,2
OR,Oregon,Benton,0,26,2,1
PA,Pennsylvania,Bradford,0,120,2,2
PA,Pennsylvania,Carbon,0,53,2,2
PA,Pennsylvania,Indiana,0,105,2,2
PA,Pennsylvania,Dauphin,0,57,2,2
PA,Pennsylvania,Venango,1,39,1,0
PA,Pennsylvania,Fulton,1,66,1,0
PA,Pennsylvania,Mercer,1,71,1,0
PA,Pennsylvania,Schuylkill,0,81,2,2
PA,Pennsylvania,Cameron,2,55,0,1
PA,Pennsylvania,Somerset,0,83,2,2
PA,Pennsylvania,Luzerne,2,51,0,2
PA,Pennsylvania,Sullivan,0,114,1,2
PA,Pennsylvania,Juniata,0,96,2,0
PA,Pennsylvania,Clinton,1,84,2,2
SC,South Carolina,Greenwood,1,45,1,0
SC,South Carolina,Calhoun,0,40,2,2
SC,South Carolina,McCormick,0,57,2,2
SC,South Carolina,Newberry,1,95,2,2
SC,South Carolina,Sumter,0,11,1,2
SD,South Dakota,Ziebach,0,30,2,2
TX,Texas,Hudspeth,0,88,2,2
TX,Texas,Starr,2,113,0,1
VA,Virginia,Petersburg City,0,26,0,1
VA,Virginia,Danville City,0,58,2,1
VA,Virginia,Franklin City,0,50,2,0
WA,Washington,Adams,0,107,2,2
WA,Washington,Pend Oreille,1,17,2,0
WA,Washington,Wahkiakum,2,12,0,1
WI,Wisconsin,Sawyer,2,8,0,1
WI,Wisconsin,Milwaukee,1,1,1,0
AL,Alabama,Jefferson,2,109,0,1
AL,Alabama,Tuscaloosa,0,80,2,2
AL,Alabama,Lee,2,76,0,1
AL,Alabama,Blount,1,56,2,0
AL,Alabama,Houston,0,84,2,0
AL,Alabama,Morgan,1,102,2,2
AR,Arkansas,Johnson,0,46,2,2
AR,Arkansas,Sharp,1,13,1,0
AR,Arkansas,Jefferson,2,76,0,1
AR,Arkansas,Madison,0,74,2,2
AR,Arkansas,Sevier,1,99,2,2
AR,Arkansas,Poinsett,1,13,1,0
AR,Arkansas,Ouachita,2,2,0,1
AR,Arkansas,Van Buren,0,67,2,2
AR,Arkansas,Lafayette,2,105,2,2
AR,Arkansas,Lawrence,0,4,2,2
AR,Arkansas,Searcy,2,103,0,1
AR,Arkansas,Ashley,0,105,2,2
FL,Florida,Hardee,1,43,1,0
FL,Florida,Gadsden,2,2,2,2
FL,Florida,Okeechobee,2,33,2,1
GA,Georgia,Grady,2,34,2,2
GA,Georgia,Emanuel,2,89,0,1
GA,Georgia,Burke,2,69,0,1
GA,Georgia,Hancock,0,81,2,2
GA,Georgia,Stewart,1,85,1,0
GA,Georgia,Mitchell,2,76,0,1
GA,Georgia,Dougherty,0,63,2,2
GA,Georgia,Atkinson,2,12,0,1
GA,Georgia,Terrell,1,24,2,2
ID,Idaho,Clark,1,20,1,2
IN,Indiana,Wayne,1,39,1,0
KY,Kentucky,Russell,0,53,2,2
KY,Kentucky,Fulton,1,17,1,2
KY,Kentucky,Menifee,1,115,1,0
KY,Kentucky,Hart,0,109,0,1
KY,Kentucky,Metcalfe,2,14,2,1
KY,Kentucky,Carroll,2,77,0,1
KY,Kentucky,Butler,1,15,1,0
KY,Kentucky,Pulaski,1,107,2,2
KY,Kentucky,Union,1,74,1,2
LA,Louisiana,Concordia,1,49,1,0
LA,Louisiana,Avoyelles,0,34,0,1
MA,Massachusetts,Hampden,2,76,0,1
MO,Missouri,Mississippi,1,7,1,0
MS,Mississippi,Washington,0,18,2,2
MS,Mississippi,Coahoma,2,21,0,1
MS,Mississippi,Sharkey,2,26,0,1
MT,Montana,Blaine,2,16,0,1
NC,North Carolina,Scotland,1,10,1,0
ND,North Dakota,Sioux,1,49,1,0
ND,North Dakota,Rolette,2,105,0,2
OH,Ohio,Meigs,0,74,2,2
OH,Ohio,Jackson,1,62,1,0
OH,Ohio,Lawrence,0,82,2,1
OH,Ohio,Lucas,0,102,2,2
OH,Ohio,Vinton,1,17,2,2
OH,Ohio,Adams,0,18,2,2
OH,Ohio,Gallia,0,0,2,2
OK,Oklahoma,Pittsburg,1,1,1,0
OK,Oklahoma,Bryan,1,71,1,0
OK,Oklahoma,Pottawatomie,0,78,0,1
OK,Oklahoma,Latimer,2,9,0,2
OK,Oklahoma,Atoka,0,33,2,2
OK,Oklahoma,Harmon,1,85,1,0
OK,Oklahoma,Caddo,1,39,1,0
OK,Oklahoma,Haskell,2,89,0,1
OK,Oklahoma,Marshall,1,45,1,0
OK,Oklahoma,Jefferson,1,53,2,2
OK,Oklahoma,Nowata,0,18,2,2
SC,South Carolina,Darlington,0,117,2,0
SC,South Carolina,Marion,2,31,2,2
SC,South Carolina,Barnwell,0,102,2,2
TN,Tennessee,Anderson,0,73,0,1
TN,Tennessee,Cheatham,0,40,2,2
TN,Tennessee,Maury,0,117,2,2
